,channel,clocks_per_click,control,denominator,key,name,notated_32nd_notes_per_beat,note,numerator,pitch,program,tempo,text,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds
0,,,,,,teddy_music@yahoo.com,,,,,,,,0,track_name,,,,,0,0.0
1,,,,,,baby@justin bieber,,,,,,,,0,track_name,,,,,0,0.0
2,,,,,,,,,,,,,Copyright © 2010 @ teddy_music@yahoo.com,0,copyright,,,,,0,0.0
3,,,,,,,,,,,,,"Teddy Music Entertainment Indonesia 
",0,text,,,,,0,0.0
4,,,,,,,,,,,,,"Teddy Ernawan 
",0,text,,,,,0,0.0
5,,,,,,,,,,,,,"BABY_JUSTIN_BIEBER
",0,text,,,,,0,0.0
6,,,,,,,,,,,,,"midi_seq_by;F_Teddy_Ernawan
",0,text,,,,,0,0.0
7,,,,,,,,,,,,,"teddy_music@yahoo.com
",0,text,,,,,0,0.0
8,,,,,,,,,,,,,"teddymusic4u.webs.com
",0,text,,,,,0,0.0
9,,,,,,,,,,,,,"+6281_575_664433
",0,text,,,,,0,0.0
10,,,,,,,,,,,,,"I N D O N E S I A 
",0,text,,,,,0,0.0
11,,,,,,,,,,,,," 
",0,text,,,,,0,0.0
12,,24.0,,4.0,,,8.0,,4.0,,,,,0,time_signature,,,,,0,0.0
13,,,,,C,,,,,,,,,0,key_signature,,,,,0,0.0
14,,,,,,,,,,,,461538.0,,0,set_tempo,,,,,0,0.0
15,,,,,,,,,,,,,teddy_music@yahoo.com       081575 664433,0,marker,,,,,0,0.0
16,0.0,,91.0,,,,,,,,,,,0,control_change,27.0,,,,0,0.0
17,0.0,,0.0,,,,,,,,,,,0,control_change,121.0,,,,0,0.0
18,1.0,,7.0,,,,,,,,,,,0,control_change,101.0,,,,0,0.0
19,1.0,,91.0,,,,,,,,,,,0,control_change,4.0,,,,0,0.0
20,0.0,,0.0,,,,,,,,,,,0,control_change,121.0,,,,0,0.0
21,1.0,,0.0,,,,,,,,,,,0,control_change,121.0,,,,0,0.0
22,3.0,,0.0,,,,,,,,,,,0,control_change,121.0,,,,0,0.0
23,3.0,,32.0,,,,,,,,,,,0,control_change,0.0,,,,0,0.0
24,3.0,,,,,,,,,,82.0,,,0,program_change,,,,,0,0.0
25,3.0,,7.0,,,,,,,,,,,0,control_change,105.0,,,,0,0.0
26,3.0,,91.0,,,,,,,,,,,0,control_change,110.0,,,,0,0.0
27,1.0,,0.0,,,,,,,,,,,0,control_change,121.0,,,,0,0.0
28,3.0,,0.0,,,,,,,,,,,0,control_change,121.0,,,,0,0.0
29,3.0,,,,,,,3.0,,,,,,0,note_on,,1.0,3.0,1.0,0,0.0
30,3.0,,0.0,,,,,,,,,,,0,control_change,121.0,,,,0,0.0
31,5.0,,0.0,,,,,,,,,,,0,control_change,121.0,,,,0,0.0
32,5.0,,7.0,,,,,,,,,,,0,control_change,70.0,,,,0,0.0
33,5.0,,91.0,,,,,,,,,,,0,control_change,88.0,,,,0,0.0
34,5.0,,0.0,,,,,,,,,,,0,control_change,121.0,,,,0,0.0
35,6.0,,0.0,,,,,,,,,,,0,control_change,121.0,,,,0,0.0
36,6.0,,91.0,,,,,,,,,,,0,control_change,90.0,,,,0,0.0
37,6.0,,93.0,,,,,,,,,,,0,control_change,0.0,,,,0,0.0
38,6.0,,0.0,,,,,,,,,,,0,control_change,121.0,,,,0,0.0
39,7.0,,0.0,,,,,,,,,,,0,control_change,121.0,,,,0,0.0
40,7.0,,7.0,,,,,,,,,,,0,control_change,90.0,,,,0,0.0
41,7.0,,10.0,,,,,,,,,,,0,control_change,6.0,,,,0,0.0
42,7.0,,91.0,,,,,,,,,,,0,control_change,100.0,,,,0,0.0
43,7.0,,0.0,,,,,,,,,,,0,control_change,121.0,,,,0,0.0
44,8.0,,0.0,,,,,,,,,,,0,control_change,121.0,,,,0,0.0
45,8.0,,7.0,,,,,,,,,,,0,control_change,90.0,,,,0,0.0
46,8.0,,10.0,,,,,,,,,,,0,control_change,121.0,,,,0,0.0
47,8.0,,91.0,,,,,,,,,,,0,control_change,100.0,,,,0,0.0
48,8.0,,0.0,,,,,,,,,,,0,control_change,121.0,,,,0,0.0
49,9.0,,0.0,,,,,,,,,,,0,control_change,120.0,,,,0,0.0
50,9.0,,7.0,,,,,,,,,,,0,control_change,127.0,,,,0,0.0
51,9.0,,91.0,,,,,,,,,,,0,control_change,40.0,,,,0,0.0
52,9.0,,0.0,,,,,,,,,,,0,control_change,120.0,,,,0,0.0
53,9.0,,0.0,,,,,,,,,,,0,control_change,120.0,,,,0,0.0
54,9.0,,0.0,,,,,,,,,,,0,control_change,120.0,,,,0,0.0
55,10.0,,0.0,,,,,,,,,,,0,control_change,121.0,,,,0,0.0
56,10.0,,7.0,,,,,,,,,,,0,control_change,50.0,,,,0,0.0
57,10.0,,10.0,,,,,,,,,,,0,control_change,0.0,,,,0,0.0
58,10.0,,91.0,,,,,,,,,,,0,control_change,101.0,,,,0,0.0
59,10.0,,0.0,,,,,,,,,,,0,control_change,121.0,,,,0,0.0
60,11.0,,0.0,,,,,,,,,,,0,control_change,121.0,,,,0,0.0
61,11.0,,7.0,,,,,,,,,,,0,control_change,108.0,,,,0,0.0
62,11.0,,91.0,,,,,,,,,,,0,control_change,70.0,,,,0,0.0
63,11.0,,0.0,,,,,,,,,,,0,control_change,121.0,,,,0,0.0
64,12.0,,0.0,,,,,,,,,,,0,control_change,121.0,,,,0,0.0
65,12.0,,7.0,,,,,,,,,,,0,control_change,30.0,,,,0,0.0
66,12.0,,10.0,,,,,,,,,,,0,control_change,127.0,,,,0,0.0
67,,,,,,,,,,,,,BABY JUSTIN BIEBER ,0,lyrics,,,,,0,0.0
68,,,,,,,,,,,,,,0,lyrics,,,,,0,0.0
69,0.0,,32.0,,,,,,,,,,,1,control_change,0.0,,,,1,0.0005208333333333333
70,6.0,,32.0,,,,,,,,,,,0,control_change,0.0,,,,1,0.0005208333333333333
71,1.0,,32.0,,,,,,,,,,,0,control_change,0.0,,,,1,0.0005208333333333333
72,1.0,,32.0,,,,,,,,,,,0,control_change,0.0,,,,1,0.0005208333333333333
73,7.0,,32.0,,,,,,,,,,,0,control_change,0.0,,,,1,0.0005208333333333333
74,7.0,,32.0,,,,,,,,,,,0,control_change,0.0,,,,1,0.0005208333333333333
75,5.0,,32.0,,,,,,,,,,,0,control_change,0.0,,,,1,0.0005208333333333333
76,8.0,,32.0,,,,,,,,,,,0,control_change,0.0,,,,1,0.0005208333333333333
77,8.0,,32.0,,,,,,,,,,,0,control_change,0.0,,,,1,0.0005208333333333333
78,6.0,,32.0,,,,,,,,,,,0,control_change,0.0,,,,1,0.0005208333333333333
79,9.0,,32.0,,,,,,,,,,,0,control_change,0.0,,,,1,0.0005208333333333333
80,9.0,,32.0,,,,,,,,,,,0,control_change,0.0,,,,1,0.0005208333333333333
81,9.0,,32.0,,,,,,,,,,,0,control_change,0.0,,,,1,0.0005208333333333333
82,9.0,,32.0,,,,,,,,,,,0,control_change,0.0,,,,1,0.0005208333333333333
83,3.0,,32.0,,,,,,,,,,,0,control_change,0.0,,,,1,0.0005208333333333333
84,5.0,,32.0,,,,,,,,,,,0,control_change,0.0,,,,1,0.0005208333333333333
85,10.0,,32.0,,,,,,,,,,,0,control_change,0.0,,,,1,0.0005208333333333333
86,3.0,,32.0,,,,,,,,,,,0,control_change,0.0,,,,1,0.0005208333333333333
87,10.0,,32.0,,,,,,,,,,,0,control_change,0.0,,,,1,0.0005208333333333333
88,11.0,,32.0,,,,,,,,,,,0,control_change,0.0,,,,1,0.0005208333333333333
89,0.0,,32.0,,,,,,,,,,,0,control_change,0.0,,,,1,0.0005208333333333333
90,11.0,,32.0,,,,,,,,,,,0,control_change,0.0,,,,1,0.0005208333333333333
91,12.0,,32.0,,,,,,,,,,,0,control_change,0.0,,,,1,0.0005208333333333333
92,5.0,,,,,,,,,,50.0,,,1,program_change,,,,,2,0.0010416666666666667
93,8.0,,,,,,,,,,90.0,,,0,program_change,,,,,2,0.0010416666666666667
94,1.0,,,,,,,,,,35.0,,,0,program_change,,,,,2,0.0010416666666666667
95,3.0,,,,,,,,,,82.0,,,0,program_change,,,,,2,0.0010416666666666667
96,9.0,,,,,,,,,,25.0,,,0,program_change,,,,,2,0.0010416666666666667
97,0.0,,,,,,,,,,0.0,,,0,program_change,,,,,2,0.0010416666666666667
98,7.0,,,,,,,,,,90.0,,,0,program_change,,,,,2,0.0010416666666666667
99,10.0,,,,,,,,,,24.0,,,0,program_change,,,,,2,0.0010416666666666667
100,9.0,,,,,,,,,,25.0,,,0,program_change,,,,,2,0.0010416666666666667
101,6.0,,,,,,,,,,53.0,,,0,program_change,,,,,2,0.0010416666666666667
102,11.0,,,,,,,,,,24.0,,,0,program_change,,,,,2,0.0010416666666666667
103,12.0,,0.0,,,,,,,,,,,0,control_change,121.0,,,,2,0.0010416666666666667
104,12.0,,32.0,,,,,,,,,,,0,control_change,0.0,,,,2,0.0010416666666666667
105,12.0,,,,,,,,,,24.0,,,0,program_change,,,,,2,0.0010416666666666667
106,3.0,,,,,,,3.0,,,,,,238,note_on,,0.0,3.0,0.0,240,0.125
107,3.0,,,,,,,3.0,,,,,,1680,note_on,,1.0,3.0,1.0,1920,1.0
108,,,,,,,,,,,,,midi seq by;F Teddy Ernawan ,0,lyrics,,,,,1920,1.0
109,,,,,,,,,,,,,,0,lyrics,,,,,1920,1.0
110,3.0,,,,,,,3.0,,,,,,240,note_on,,0.0,3.0,0.0,2160,1.125
111,11.0,,0.0,,,,,,,,,,,1678,control_change,121.0,,,,3838,1.9989583333333334
112,11.0,,0.0,,,,,,,,,,,0,control_change,121.0,,,,3838,1.9989583333333334
113,11.0,,32.0,,,,,,,,,,,1,control_change,0.0,,,,3839,1.9994791666666667
114,11.0,,32.0,,,,,,,,,,,0,control_change,0.0,,,,3839,1.9994791666666667
115,3.0,,,,,,,3.0,,,,,,1,note_on,,1.0,3.0,1.0,3840,2.0
116,11.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,3840,2.0
117,11.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,3840,2.0
118,11.0,,,,,,,70.0,,,,,,0,note_on,,126.0,70.0,126.0,3840,2.0
119,11.0,,,,,,,,,,24.0,,,0,program_change,,,,,3840,2.0
120,,,,,,,,,,,,,teddy music@yahoo.com ,0,lyrics,,,,,3840,2.0
121,,,,,,,,,,,,,,0,lyrics,,,,,3840,2.0
122,3.0,,,,,,,3.0,,,,,,240,note_on,,0.0,3.0,0.0,4080,2.125
123,11.0,,,,,,,63.0,,,,,,157,note_on,,0.0,63.0,0.0,4237,2.206770833333333
124,11.0,,,,,,,67.0,,,,,,10,note_on,,0.0,67.0,0.0,4247,2.2119791666666666
125,11.0,,,,,,,70.0,,,,,,52,note_on,,0.0,70.0,0.0,4299,2.2390625
126,10.0,,0.0,,,,,,,,,,,19,control_change,121.0,,,,4318,2.2489583333333334
127,10.0,,32.0,,,,,,,,,,,1,control_change,0.0,,,,4319,2.2494791666666667
128,10.0,,,,,,,,,,24.0,,,1,program_change,,,,,4320,2.25
129,10.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,4320,2.25
130,10.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,4320,2.25
131,10.0,,,,,,,70.0,,,,,,0,note_on,,126.0,70.0,126.0,4320,2.25
132,10.0,,,,,,,63.0,,,,,,397,note_on,,0.0,63.0,0.0,4717,2.456770833333333
133,10.0,,,,,,,67.0,,,,,,10,note_on,,0.0,67.0,0.0,4727,2.4619791666666666
134,10.0,,,,,,,70.0,,,,,,52,note_on,,0.0,70.0,0.0,4779,2.4890625
135,12.0,,0.0,,,,,,,,,,,19,control_change,121.0,,,,4798,2.4989583333333334
136,12.0,,32.0,,,,,,,,,,,1,control_change,0.0,,,,4799,2.4994791666666667
137,12.0,,,,,,,,,,24.0,,,1,program_change,,,,,4800,2.5
138,12.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,4800,2.5
139,12.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,4800,2.5
140,12.0,,,,,,,70.0,,,,,,0,note_on,,126.0,70.0,126.0,4800,2.5
141,12.0,,,,,,,63.0,,,,,,397,note_on,,0.0,63.0,0.0,5197,2.706770833333333
142,12.0,,,,,,,67.0,,,,,,10,note_on,,0.0,67.0,0.0,5207,2.7119791666666666
143,12.0,,,,,,,70.0,,,,,,52,note_on,,0.0,70.0,0.0,5259,2.7390625
144,3.0,,,,,,,3.0,,,,,,501,note_on,,1.0,3.0,1.0,5760,3.0
145,,,,,,,,,,,,,teddymusic4u.webs.com ,0,lyrics,,,,,5760,3.0
146,,,,,,,,,,,,,,0,lyrics,,,,,5760,3.0
147,3.0,,,,,,,3.0,,,,,,240,note_on,,0.0,3.0,0.0,6000,3.125
148,11.0,,,,,,,67.0,,,,,,720,note_on,,127.0,67.0,127.0,6720,3.5
149,11.0,,,,,,,72.0,,,,,,0,note_on,,127.0,72.0,127.0,6720,3.5
150,11.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,6720,3.5
151,11.0,,,,,,,63.0,,,,,,365,note_on,,0.0,63.0,0.0,7085,3.6901041666666665
152,11.0,,,,,,,72.0,,,,,,15,note_on,,0.0,72.0,0.0,7100,3.6979166666666665
153,11.0,,,,,,,67.0,,,,,,8,note_on,,0.0,67.0,0.0,7108,3.7020833333333334
154,10.0,,,,,,,67.0,,,,,,92,note_on,,127.0,67.0,127.0,7200,3.75
155,10.0,,,,,,,72.0,,,,,,0,note_on,,127.0,72.0,127.0,7200,3.75
156,10.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,7200,3.75
157,11.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,7200,3.75
158,11.0,,,,,,,70.0,,,,,,0,note_on,,118.0,70.0,118.0,7200,3.75
159,11.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,7200,3.75
160,10.0,,,,,,,63.0,,,,,,365,note_on,,0.0,63.0,0.0,7565,3.9401041666666665
161,10.0,,,,,,,72.0,,,,,,15,note_on,,0.0,72.0,0.0,7580,3.9479166666666665
162,10.0,,,,,,,67.0,,,,,,8,note_on,,0.0,67.0,0.0,7588,3.9520833333333334
163,11.0,,,,,,,70.0,,,,,,38,note_on,,0.0,70.0,0.0,7626,3.971875
164,11.0,,,,,,,63.0,,,,,,0,note_on,,0.0,63.0,0.0,7626,3.971875
165,11.0,,,,,,,67.0,,,,,,3,note_on,,0.0,67.0,0.0,7629,3.9734374999999997
166,3.0,,,,,,,3.0,,,,,,51,note_on,,1.0,3.0,1.0,7680,4.0
167,10.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,7680,4.0
168,10.0,,,,,,,70.0,,,,,,0,note_on,,118.0,70.0,118.0,7680,4.0
169,10.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,7680,4.0
170,12.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,7680,4.0
171,12.0,,,,,,,72.0,,,,,,0,note_on,,127.0,72.0,127.0,7680,4.0
172,12.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,7680,4.0
173,,,,,,,,,,,,,+6281 575 664433 ,0,lyrics,,,,,7680,4.0
174,,,,,,,,,,,,,,0,lyrics,,,,,7680,4.0
175,3.0,,,,,,,3.0,,,,,,240,note_on,,0.0,3.0,0.0,7920,4.125
176,12.0,,,,,,,63.0,,,,,,125,note_on,,0.0,63.0,0.0,8045,4.190104166666667
177,12.0,,,,,,,72.0,,,,,,15,note_on,,0.0,72.0,0.0,8060,4.197916666666667
178,12.0,,,,,,,67.0,,,,,,8,note_on,,0.0,67.0,0.0,8068,4.202083333333333
179,10.0,,,,,,,63.0,,,,,,38,note_on,,0.0,63.0,0.0,8106,4.221875
180,10.0,,,,,,,70.0,,,,,,0,note_on,,0.0,70.0,0.0,8106,4.221875
181,10.0,,,,,,,67.0,,,,,,3,note_on,,0.0,67.0,0.0,8109,4.2234375
182,12.0,,,,,,,67.0,,,,,,51,note_on,,127.0,67.0,127.0,8160,4.25
183,12.0,,,,,,,70.0,,,,,,0,note_on,,118.0,70.0,118.0,8160,4.25
184,12.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,8160,4.25
185,12.0,,,,,,,63.0,,,,,,426,note_on,,0.0,63.0,0.0,8586,4.471875
186,12.0,,,,,,,70.0,,,,,,0,note_on,,0.0,70.0,0.0,8586,4.471875
187,12.0,,,,,,,67.0,,,,,,3,note_on,,0.0,67.0,0.0,8589,4.4734375
188,3.0,,,,,,,75.0,,,,,,51,note_on,,127.0,75.0,127.0,8640,4.5
189,,,,,,,,,,,,,O ,0,lyrics,,,,,8640,4.5
190,3.0,,,,,,,77.0,,,,,,480,note_on,,113.0,77.0,113.0,9120,4.75
191,,,,,,,,,,,,,u ,0,lyrics,,,,,9120,4.75
192,3.0,,,,,,,75.0,,,,,,60,note_on,,0.0,75.0,0.0,9180,4.78125
193,3.0,,,,,,,79.0,,,,,,420,note_on,,116.0,79.0,116.0,9600,5.0
194,,,,,,,,,,,,,o ,0,lyrics,,,,,9600,5.0
195,3.0,,,,,,,77.0,,,,,,89,note_on,,0.0,77.0,0.0,9689,5.046354166666666
196,3.0,,,,,,,77.0,,,,,,391,note_on,,99.0,77.0,99.0,10080,5.25
197,,,,,,,,,,,,,u ,0,lyrics,,,,,10080,5.25
198,3.0,,,,,,,79.0,,,,,,136,note_on,,0.0,79.0,0.0,10216,5.320833333333333
199,3.0,,,,,,,75.0,,,,,,344,note_on,,127.0,75.0,127.0,10560,5.5
200,,,,,,,,,,,,,o ,0,lyrics,,,,,10560,5.5
201,3.0,,,,,,,77.0,,,,,,146,note_on,,0.0,77.0,0.0,10706,5.576041666666667
202,3.0,,,,,,,74.0,,,,,,334,note_on,,94.0,74.0,94.0,11040,5.75
203,,,,,,,,,,,,,u ,0,lyrics,,,,,11040,5.75
204,3.0,,,,,,,75.0,,,,,,22,note_on,,0.0,75.0,0.0,11062,5.761458333333334
205,3.0,,,,,,,72.0,,,,,,458,note_on,,127.0,72.0,127.0,11520,6.0
206,11.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,11520,6.0
207,11.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,11520,6.0
208,11.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,11520,6.0
209,,,,,,,,,,,,,a ,0,lyrics,,,,,11520,6.0
210,3.0,,,,,,,74.0,,,,,,97,note_on,,0.0,74.0,0.0,11617,6.050520833333334
211,11.0,,,,,,,60.0,,,,,,307,note_on,,0.0,60.0,0.0,11924,6.210416666666666
212,11.0,,,,,,,63.0,,,,,,32,note_on,,0.0,63.0,0.0,11956,6.227083333333333
213,11.0,,,,,,,67.0,,,,,,6,note_on,,0.0,67.0,0.0,11962,6.230208333333334
214,10.0,,,,,,,63.0,,,,,,38,note_on,,127.0,63.0,127.0,12000,6.25
215,10.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,12000,6.25
216,10.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,12000,6.25
217,3.0,,,,,,,72.0,,,,,,315,note_on,,0.0,72.0,0.0,12315,6.4140625
218,10.0,,,,,,,60.0,,,,,,89,note_on,,0.0,60.0,0.0,12404,6.460416666666666
219,10.0,,,,,,,63.0,,,,,,32,note_on,,0.0,63.0,0.0,12436,6.477083333333333
220,10.0,,,,,,,67.0,,,,,,6,note_on,,0.0,67.0,0.0,12442,6.480208333333334
221,12.0,,,,,,,63.0,,,,,,38,note_on,,127.0,63.0,127.0,12480,6.5
222,12.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,12480,6.5
223,12.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,12480,6.5
224,12.0,,,,,,,60.0,,,,,,404,note_on,,0.0,60.0,0.0,12884,6.710416666666666
225,12.0,,,,,,,63.0,,,,,,32,note_on,,0.0,63.0,0.0,12916,6.727083333333333
226,12.0,,,,,,,67.0,,,,,,6,note_on,,0.0,67.0,0.0,12922,6.730208333333334
227,11.0,,,,,,,68.0,,,,,,1478,note_on,,127.0,68.0,127.0,14400,7.5
228,11.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,14400,7.5
229,11.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,14400,7.5
230,11.0,,,,,,,68.0,,,,,,385,note_on,,0.0,68.0,0.0,14785,7.700520833333333
231,11.0,,,,,,,60.0,,,,,,4,note_on,,0.0,60.0,0.0,14789,7.702604166666666
232,11.0,,,,,,,63.0,,,,,,19,note_on,,0.0,63.0,0.0,14808,7.7124999999999995
233,10.0,,,,,,,68.0,,,,,,72,note_on,,127.0,68.0,127.0,14880,7.75
234,10.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,14880,7.75
235,10.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,14880,7.75
236,11.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,14880,7.75
237,11.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,14880,7.75
238,11.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,14880,7.75
239,11.0,,,,,,,60.0,,,,,,371,note_on,,0.0,60.0,0.0,15251,7.943229166666667
240,11.0,,,,,,,67.0,,,,,,11,note_on,,0.0,67.0,0.0,15262,7.948958333333334
241,10.0,,,,,,,68.0,,,,,,3,note_on,,0.0,68.0,0.0,15265,7.950520833333333
242,10.0,,,,,,,60.0,,,,,,4,note_on,,0.0,60.0,0.0,15269,7.952604166666666
243,10.0,,,,,,,63.0,,,,,,19,note_on,,0.0,63.0,0.0,15288,7.9624999999999995
244,11.0,,,,,,,63.0,,,,,,18,note_on,,0.0,63.0,0.0,15306,7.971875
245,10.0,,,,,,,63.0,,,,,,54,note_on,,127.0,63.0,127.0,15360,8.0
246,10.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,15360,8.0
247,10.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,15360,8.0
248,12.0,,,,,,,68.0,,,,,,0,note_on,,127.0,68.0,127.0,15360,8.0
249,12.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,15360,8.0
250,12.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,15360,8.0
251,10.0,,,,,,,60.0,,,,,,371,note_on,,0.0,60.0,0.0,15731,8.193229166666667
252,10.0,,,,,,,67.0,,,,,,11,note_on,,0.0,67.0,0.0,15742,8.198958333333334
253,12.0,,,,,,,68.0,,,,,,3,note_on,,0.0,68.0,0.0,15745,8.200520833333334
254,12.0,,,,,,,60.0,,,,,,4,note_on,,0.0,60.0,0.0,15749,8.202604166666667
255,12.0,,,,,,,63.0,,,,,,19,note_on,,0.0,63.0,0.0,15768,8.2125
256,10.0,,,,,,,63.0,,,,,,18,note_on,,0.0,63.0,0.0,15786,8.221875
257,12.0,,,,,,,63.0,,,,,,54,note_on,,127.0,63.0,127.0,15840,8.25
258,12.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,15840,8.25
259,12.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,15840,8.25
260,12.0,,,,,,,60.0,,,,,,371,note_on,,0.0,60.0,0.0,16211,8.443229166666667
261,12.0,,,,,,,67.0,,,,,,11,note_on,,0.0,67.0,0.0,16222,8.448958333333334
262,12.0,,,,,,,63.0,,,,,,44,note_on,,0.0,63.0,0.0,16266,8.471875
263,3.0,,,,,,,75.0,,,,,,54,note_on,,127.0,75.0,127.0,16320,8.5
264,,,,,,,,,,,,,O ,0,lyrics,,,,,16320,8.5
265,3.0,,,,,,,77.0,,,,,,480,note_on,,118.0,77.0,118.0,16800,8.75
266,,,,,,,,,,,,,u ,0,lyrics,,,,,16800,8.75
267,3.0,,,,,,,75.0,,,,,,1,note_on,,0.0,75.0,0.0,16801,8.750520833333333
268,3.0,,,,,,,79.0,,,,,,479,note_on,,111.0,79.0,111.0,17280,9.0
269,,,,,,,,,,,,,o ,0,lyrics,,,,,17280,9.0
270,3.0,,,,,,,77.0,,,,,,87,note_on,,0.0,77.0,0.0,17367,9.0453125
271,3.0,,,,,,,77.0,,,,,,393,note_on,,105.0,77.0,105.0,17760,9.25
272,,,,,,,,,,,,,u ,0,lyrics,,,,,17760,9.25
273,3.0,,,,,,,79.0,,,,,,90,note_on,,0.0,79.0,0.0,17850,9.296875
274,3.0,,,,,,,75.0,,,,,,390,note_on,,127.0,75.0,127.0,18240,9.5
275,,,,,,,,,,,,,o ,0,lyrics,,,,,18240,9.5
276,3.0,,,,,,,77.0,,,,,,20,note_on,,0.0,77.0,0.0,18260,9.510416666666666
277,3.0,,,,,,,77.0,,,,,,460,note_on,,116.0,77.0,116.0,18720,9.75
278,,,,,,,,,,,,,u ,0,lyrics,,,,,18720,9.75
279,3.0,,,,,,,75.0,,,,,,16,note_on,,0.0,75.0,0.0,18736,9.758333333333333
280,3.0,,,,,,,75.0,,,,,,464,note_on,,127.0,75.0,127.0,19200,10.0
281,11.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,19200,10.0
282,11.0,,,,,,,56.0,,,,,,0,note_on,,127.0,56.0,127.0,19200,10.0
283,11.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,19200,10.0
284,,,,,,,,,,,,,o ,0,lyrics,,,,,19200,10.0
285,3.0,,,,,,,77.0,,,,,,99,note_on,,0.0,77.0,0.0,19299,10.0515625
286,11.0,,,,,,,56.0,,,,,,332,note_on,,0.0,56.0,0.0,19631,10.224479166666667
287,11.0,,,,,,,60.0,,,,,,25,note_on,,0.0,60.0,0.0,19656,10.2375
288,10.0,,,,,,,60.0,,,,,,24,note_on,,127.0,60.0,127.0,19680,10.25
289,10.0,,,,,,,56.0,,,,,,0,note_on,,127.0,56.0,127.0,19680,10.25
290,10.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,19680,10.25
291,11.0,,,,,,,63.0,,,,,,9,note_on,,0.0,63.0,0.0,19689,10.2546875
292,10.0,,,,,,,56.0,,,,,,422,note_on,,0.0,56.0,0.0,20111,10.474479166666667
293,10.0,,,,,,,60.0,,,,,,25,note_on,,0.0,60.0,0.0,20136,10.4875
294,3.0,,,,,,,72.0,,,,,,24,note_on,,125.0,72.0,125.0,20160,10.5
295,12.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,20160,10.5
296,12.0,,,,,,,56.0,,,,,,0,note_on,,127.0,56.0,127.0,20160,10.5
297,12.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,20160,10.5
298,,,,,,,,,,,,,a ,0,lyrics,,,,,20160,10.5
299,3.0,,,,,,,75.0,,,,,,3,note_on,,0.0,75.0,0.0,20163,10.5015625
300,10.0,,,,,,,63.0,,,,,,6,note_on,,0.0,63.0,0.0,20169,10.5046875
301,12.0,,,,,,,56.0,,,,,,422,note_on,,0.0,56.0,0.0,20591,10.724479166666667
302,12.0,,,,,,,60.0,,,,,,25,note_on,,0.0,60.0,0.0,20616,10.7375
303,12.0,,,,,,,63.0,,,,,,33,note_on,,0.0,63.0,0.0,20649,10.7546875
304,3.0,,,,,,,72.0,,,,,,242,note_on,,0.0,72.0,0.0,20891,10.880729166666667
305,11.0,,,,,,,60.0,,,,,,1189,note_on,,127.0,60.0,127.0,22080,11.5
306,11.0,,,,,,,65.0,,,,,,0,note_on,,127.0,65.0,127.0,22080,11.5
